sic,ff12_ind
0268,Consumer NonDurables
0269,Consumer NonDurables
0270,Consumer NonDurables
0271,Consumer NonDurables
0272,Consumer NonDurables
0273,Consumer NonDurables
0274,Consumer NonDurables
0275,Consumer NonDurables
0276,Consumer NonDurables
0277,Consumer NonDurables
0278,Consumer NonDurables
0279,Consumer NonDurables
0280,Consumer NonDurables
0281,Consumer NonDurables
0282,Consumer NonDurables
0283,Consumer NonDurables
0284,Consumer NonDurables
0285,Consumer NonDurables
0286,Consumer NonDurables
0287,Consumer NonDurables
0288,Consumer NonDurables
0289,Consumer NonDurables
0290,Consumer NonDurables
0291,Consumer NonDurables
0292,Consumer NonDurables
0293,Consumer NonDurables
0294,Consumer NonDurables
0295,Consumer NonDurables
0296,Consumer NonDurables
0297,Consumer NonDurables
0298,Consumer NonDurables
0299,Consumer NonDurables
0300,Consumer NonDurables
0301,Consumer NonDurables
0302,Consumer NonDurables
0303,Consumer NonDurables
0304,Consumer NonDurables
0305,Consumer NonDurables
0306,Consumer NonDurables
0307,Consumer NonDurables
0308,Consumer NonDurables
0309,Consumer NonDurables
0310,Consumer NonDurables
0311,Consumer NonDurables
0312,Consumer NonDurables
0313,Consumer NonDurables
0314,Consumer NonDurables
0315,Consumer NonDurables
0316,Consumer NonDurables
0317,Consumer NonDurables
0318,Consumer NonDurables
0319,Consumer NonDurables
0320,Consumer NonDurables
0321,Consumer NonDurables
0322,Consumer NonDurables
0323,Consumer NonDurables
0324,Consumer NonDurables
0325,Consumer NonDurables
0326,Consumer NonDurables
0327,Consumer NonDurables
0328,Consumer NonDurables
0329,Consumer NonDurables
0330,Consumer NonDurables
0331,Consumer NonDurables
0332,Consumer NonDurables
0333,Consumer NonDurables
0334,Consumer NonDurables
0335,Consumer NonDurables
0336,Consumer NonDurables
0337,Consumer NonDurables
0338,Consumer NonDurables
0339,Consumer NonDurables
0340,Consumer NonDurables
0341,Consumer NonDurables
0342,Consumer NonDurables
0343,Consumer NonDurables
0344,Consumer NonDurables
0345,Consumer NonDurables
0346,Consumer NonDurables
0347,Consumer NonDurables
0348,Consumer NonDurables
0349,Consumer NonDurables
0350,Consumer NonDurables
0351,Consumer NonDurables
0352,Consumer NonDurables
0353,Consumer NonDurables
0354,Consumer NonDurables
0355,Consumer NonDurables
0356,Consumer NonDurables
0357,Consumer NonDurables
0358,Consumer NonDurables
0359,Consumer NonDurables
0360,Consumer NonDurables
0361,Consumer NonDurables
0362,Consumer NonDurables
0363,Consumer NonDurables
0364,Consumer NonDurables
0365,Consumer NonDurables
0366,Consumer NonDurables
0367,Consumer NonDurables
0368,Consumer NonDurables
0369,Consumer NonDurables
0370,Consumer NonDurables
0371,Consumer NonDurables
0372,Consumer NonDurables
0373,Consumer NonDurables
0374,Consumer NonDurables
0375,Consumer NonDurables
0376,Consumer NonDurables
0377,Consumer NonDurables
0378,Consumer NonDurables
0379,Consumer NonDurables
0380,Consumer NonDurables
0381,Consumer NonDurables
0382,Consumer NonDurables
0383,Consumer NonDurables
0384,Consumer NonDurables
0385,Consumer NonDurables
0386,Consumer NonDurables
0387,Consumer NonDurables
0388,Consumer NonDurables
0389,Consumer NonDurables
0390,Consumer NonDurables
0391,Consumer NonDurables
0392,Consumer NonDurables
0393,Consumer NonDurables
0394,Consumer NonDurables
0395,Consumer NonDurables
0396,Consumer NonDurables
0397,Consumer NonDurables
0398,Consumer NonDurables
0399,Consumer NonDurables
0400,Consumer NonDurables
0401,Consumer NonDurables
0402,Consumer NonDurables
0403,Consumer NonDurables
0404,Consumer NonDurables
0405,Consumer NonDurables
0406,Consumer NonDurables
0407,Consumer NonDurables
0408,Consumer NonDurables
0409,Consumer NonDurables
0410,Consumer NonDurables
0411,Consumer NonDurables
0412,Consumer NonDurables
0413,Consumer NonDurables
0414,Consumer NonDurables
0415,Consumer NonDurables
0416,Consumer NonDurables
0417,Consumer NonDurables
0418,Consumer NonDurables
0419,Consumer NonDurables
0420,Consumer NonDurables
0421,Consumer NonDurables
0422,Consumer NonDurables
0423,Consumer NonDurables
0424,Consumer NonDurables
0425,Consumer NonDurables
0426,Consumer NonDurables
0427,Consumer NonDurables
0428,Consumer NonDurables
0429,Consumer NonDurables
0430,Consumer NonDurables
0431,Consumer NonDurables
0432,Consumer NonDurables
0433,Consumer NonDurables
0434,Consumer NonDurables
0435,Consumer NonDurables
0436,Consumer NonDurables
0437,Consumer NonDurables
0438,Consumer NonDurables
0439,Consumer NonDurables
0440,Consumer NonDurables
0441,Consumer NonDurables
0442,Consumer NonDurables
0443,Consumer NonDurables
0444,Consumer NonDurables
0445,Consumer NonDurables
0446,Consumer NonDurables
0447,Consumer NonDurables
0448,Consumer NonDurables
0449,Consumer NonDurables
0450,Consumer NonDurables
0451,Consumer NonDurables
0452,Consumer NonDurables
0453,Consumer NonDurables
0454,Consumer NonDurables
0455,Consumer NonDurables
0456,Consumer NonDurables
0457,Consumer NonDurables
0458,Consumer NonDurables
0459,Consumer NonDurables
0460,Consumer NonDurables
0461,Consumer NonDurables
0462,Consumer NonDurables
0463,Consumer NonDurables
0464,Consumer NonDurables
0465,Consumer NonDurables
0466,Consumer NonDurables
0467,Consumer NonDurables
0468,Consumer NonDurables
0469,Consumer NonDurables
0470,Consumer NonDurables
0471,Consumer NonDurables
0472,Consumer NonDurables
0473,Consumer NonDurables
0474,Consumer NonDurables
0475,Consumer NonDurables
0476,Consumer NonDurables
0477,Consumer NonDurables
0478,Consumer NonDurables
0479,Consumer NonDurables
0480,Consumer NonDurables
0481,Consumer NonDurables
0482,Consumer NonDurables
0483,Consumer NonDurables
0484,Consumer NonDurables
0485,Consumer NonDurables
0486,Consumer NonDurables
0487,Consumer NonDurables
0488,Consumer NonDurables
0489,Consumer NonDurables
0490,Consumer NonDurables
0491,Consumer NonDurables
0492,Consumer NonDurables
0493,Consumer NonDurables
0494,Consumer NonDurables
0495,Consumer NonDurables
0496,Consumer NonDurables
0497,Consumer NonDurables
0498,Consumer NonDurables
0499,Consumer NonDurables
0500,Consumer NonDurables
0501,Consumer NonDurables
0502,Consumer NonDurables
0503,Consumer NonDurables
0504,Consumer NonDurables
0505,Consumer NonDurables
0506,Consumer NonDurables
0507,Consumer NonDurables
0508,Consumer NonDurables
0509,Consumer NonDurables
0510,Consumer NonDurables
0511,Consumer NonDurables
0512,Consumer NonDurables
0513,Consumer NonDurables
0514,Consumer NonDurables
0515,Consumer NonDurables
0516,Consumer NonDurables
0517,Consumer NonDurables
0518,Consumer NonDurables
0519,Consumer NonDurables
0520,Consumer NonDurables
0521,Consumer NonDurables
0522,Consumer NonDurables
0523,Consumer NonDurables
0524,Consumer NonDurables
0525,Consumer NonDurables
0526,Consumer NonDurables
0527,Consumer NonDurables
0528,Consumer NonDurables
0529,Consumer NonDurables
0530,Consumer NonDurables
0531,Consumer NonDurables
0532,Consumer NonDurables
0533,Consumer NonDurables
0534,Consumer NonDurables
0535,Consumer NonDurables
0536,Consumer NonDurables
0537,Consumer NonDurables
0538,Consumer NonDurables
0539,Consumer NonDurables
0540,Consumer NonDurables
0541,Consumer NonDurables
0542,Consumer NonDurables
0543,Consumer NonDurables
0544,Consumer NonDurables
0545,Consumer NonDurables
0546,Consumer NonDurables
0547,Consumer NonDurables
0548,Consumer NonDurables
0549,Consumer NonDurables
0550,Consumer NonDurables
0551,Consumer NonDurables
0552,Consumer NonDurables
0553,Consumer NonDurables
0554,Consumer NonDurables
0555,Consumer NonDurables
0556,Consumer NonDurables
0557,Consumer NonDurables
0558,Consumer NonDurables
0559,Consumer NonDurables
0560,Consumer NonDurables
0561,Consumer NonDurables
0562,Consumer NonDurables
0563,Consumer NonDurables
0564,Consumer NonDurables
0565,Consumer NonDurables
0566,Consumer NonDurables
0567,Consumer NonDurables
0568,Consumer NonDurables
0569,Consumer NonDurables
0570,Consumer NonDurables
0571,Consumer NonDurables
0572,Consumer NonDurables
0573,Consumer NonDurables
0574,Consumer NonDurables
0575,Consumer NonDurables
0576,Consumer NonDurables
0577,Consumer NonDurables
0578,Consumer NonDurables
0579,Consumer NonDurables
0580,Consumer NonDurables
0581,Consumer NonDurables
0582,Consumer NonDurables
0583,Consumer NonDurables
0584,Consumer NonDurables
0585,Consumer NonDurables
0586,Consumer NonDurables
0587,Consumer NonDurables
0588,Consumer NonDurables
0589,Consumer NonDurables
0590,Consumer NonDurables
0591,Consumer NonDurables
0592,Consumer NonDurables
0593,Consumer NonDurables
0594,Consumer NonDurables
0595,Consumer NonDurables
0596,Consumer NonDurables
0597,Consumer NonDurables
0598,Consumer NonDurables
0599,Consumer NonDurables
0600,Consumer NonDurables
0601,Consumer NonDurables
0602,Consumer NonDurables
0603,Consumer NonDurables
0604,Consumer NonDurables
0605,Consumer NonDurables
0606,Consumer NonDurables
0607,Consumer NonDurables
0608,Consumer NonDurables
0609,Consumer NonDurables
0610,Consumer NonDurables
0611,Consumer NonDurables
0612,Consumer NonDurables
0613,Consumer NonDurables
0614,Consumer NonDurables
0615,Consumer NonDurables
0616,Consumer NonDurables
0617,Consumer NonDurables
0618,Consumer NonDurables
0619,Consumer NonDurables
0620,Consumer NonDurables
0621,Consumer NonDurables
0622,Consumer NonDurables
0623,Consumer NonDurables
0624,Consumer NonDurables
0625,Consumer NonDurables
0626,Consumer NonDurables
0627,Consumer NonDurables
0628,Consumer NonDurables
0629,Consumer NonDurables
0630,Consumer NonDurables
0631,Consumer NonDurables
0632,Consumer NonDurables
0633,Consumer NonDurables
0634,Consumer NonDurables
0635,Consumer NonDurables
0636,Consumer NonDurables
0637,Consumer NonDurables
0638,Consumer NonDurables
0639,Consumer NonDurables
0640,Consumer NonDurables
0641,Consumer NonDurables
0642,Consumer NonDurables
0643,Consumer NonDurables
0644,Consumer NonDurables
0645,Consumer NonDurables
0646,Consumer NonDurables
0647,Consumer NonDurables
0648,Consumer NonDurables
0649,Consumer NonDurables
0650,Consumer NonDurables
0651,Consumer NonDurables
0652,Consumer NonDurables
0653,Consumer NonDurables
0654,Consumer NonDurables
0655,Consumer NonDurables
0656,Consumer NonDurables
0657,Consumer NonDurables
0658,Consumer NonDurables
0659,Consumer NonDurables
0660,Consumer NonDurables
0661,Consumer NonDurables
0662,Consumer NonDurables
0663,Consumer NonDurables
0664,Consumer NonDurables
0665,Consumer NonDurables
0666,Consumer NonDurables
0667,Consumer NonDurables
0668,Consumer NonDurables
0669,Consumer NonDurables
0670,Consumer NonDurables
0671,Consumer NonDurables
0672,Consumer NonDurables
0673,Consumer NonDurables
0674,Consumer NonDurables
0675,Consumer NonDurables
0676,Consumer NonDurables
0677,Consumer NonDurables
0678,Consumer NonDurables
0679,Consumer NonDurables
0680,Consumer NonDurables
0681,Consumer NonDurables
0682,Consumer NonDurables
0683,Consumer NonDurables
0684,Consumer NonDurables
0685,Consumer NonDurables
0686,Consumer NonDurables
0687,Consumer NonDurables
0688,Consumer NonDurables
0689,Consumer NonDurables
0690,Consumer NonDurables
0691,Consumer NonDurables
0692,Consumer NonDurables
0693,Consumer NonDurables
0694,Consumer NonDurables
0695,Consumer NonDurables
0696,Consumer NonDurables
0697,Consumer NonDurables
0698,Consumer NonDurables
0699,Consumer NonDurables
0700,Consumer NonDurables
0701,Consumer NonDurables
0702,Consumer NonDurables
0703,Consumer NonDurables
0704,Consumer NonDurables
0705,Consumer NonDurables
0706,Consumer NonDurables
0707,Consumer NonDurables
0708,Consumer NonDurables
0709,Consumer NonDurables
0710,Consumer NonDurables
0711,Consumer NonDurables
0712,Consumer NonDurables
0713,Consumer NonDurables
0714,Consumer NonDurables
0715,Consumer NonDurables
0716,Consumer NonDurables
0717,Consumer NonDurables
0718,Consumer NonDurables
0719,Consumer NonDurables
0720,Consumer NonDurables
0721,Consumer NonDurables
0722,Consumer NonDurables
0723,Consumer NonDurables
0724,Consumer NonDurables
0725,Consumer NonDurables
0726,Consumer NonDurables
0727,Consumer NonDurables
0728,Consumer NonDurables
0729,Consumer NonDurables
0730,Consumer NonDurables
0731,Consumer NonDurables
0732,Consumer NonDurables
0733,Consumer NonDurables
0734,Consumer NonDurables
0735,Consumer NonDurables
0736,Consumer NonDurables
0737,Consumer NonDurables
0738,Consumer NonDurables
0739,Consumer NonDurables
0740,Consumer NonDurables
0741,Consumer NonDurables
0742,Consumer NonDurables
0743,Consumer NonDurables
0744,Consumer NonDurables
0745,Consumer NonDurables
0746,Consumer NonDurables
0747,Consumer NonDurables
0748,Consumer NonDurables
0749,Consumer NonDurables
0750,Consumer NonDurables
0751,Consumer NonDurables
0752,Consumer NonDurables
0753,Consumer NonDurables
0754,Consumer NonDurables
0755,Consumer NonDurables
0756,Consumer NonDurables
0757,Consumer NonDurables
0758,Consumer NonDurables
0759,Consumer NonDurables
0760,Consumer NonDurables
0761,Consumer NonDurables
0762,Consumer NonDurables
0763,Consumer NonDurables
0764,Consumer NonDurables
0765,Consumer NonDurables
0766,Consumer NonDurables
0767,Consumer NonDurables
0768,Consumer NonDurables
0769,Consumer NonDurables
0770,Consumer NonDurables
0771,Consumer NonDurables
0772,Consumer NonDurables
0773,Consumer NonDurables
0774,Consumer NonDurables
0775,Consumer NonDurables
0776,Consumer NonDurables
0777,Consumer NonDurables
0778,Consumer NonDurables
0779,Consumer NonDurables
0780,Consumer NonDurables
0781,Consumer NonDurables
0782,Consumer NonDurables
0783,Consumer NonDurables
0784,Consumer NonDurables
0785,Consumer NonDurables
0786,Consumer NonDurables
0787,Consumer NonDurables
0788,Consumer NonDurables
0789,Consumer NonDurables
0790,Consumer NonDurables
0791,Consumer NonDurables
0792,Consumer NonDurables
0793,Consumer NonDurables
0794,Consumer NonDurables
0795,Consumer NonDurables
0796,Consumer NonDurables
0797,Consumer NonDurables
0798,Consumer NonDurables
0799,Consumer NonDurables
0800,Consumer NonDurables
0801,Consumer NonDurables
0802,Consumer NonDurables
0803,Consumer NonDurables
0804,Consumer NonDurables
0805,Consumer NonDurables
0806,Consumer NonDurables
0807,Consumer NonDurables
0808,Consumer NonDurables
0809,Consumer NonDurables
0810,Consumer NonDurables
0811,Consumer NonDurables
0812,Consumer NonDurables
0813,Consumer NonDurables
0814,Consumer NonDurables
0815,Consumer NonDurables
0816,Consumer NonDurables
0817,Consumer NonDurables
0818,Consumer NonDurables
0819,Consumer NonDurables
0820,Consumer NonDurables
0821,Consumer NonDurables
0822,Consumer NonDurables
0823,Consumer NonDurables
0824,Consumer NonDurables
0825,Consumer NonDurables
0826,Consumer NonDurables
0827,Consumer NonDurables
0828,Consumer NonDurables
0829,Consumer NonDurables
0830,Consumer NonDurables
0831,Consumer NonDurables
0832,Consumer NonDurables
0833,Consumer NonDurables
0834,Consumer NonDurables
0835,Consumer NonDurables
0836,Consumer NonDurables
0837,Consumer NonDurables
0838,Consumer NonDurables
0839,Consumer NonDurables
0840,Consumer NonDurables
0841,Consumer NonDurables
0842,Consumer NonDurables
0843,Consumer NonDurables
0844,Consumer NonDurables
0845,Consumer NonDurables
0846,Consumer NonDurables
0847,Consumer NonDurables
0848,Consumer NonDurables
0849,Consumer NonDurables
0850,Consumer NonDurables
0851,Consumer NonDurables
0852,Consumer NonDurables
0853,Consumer NonDurables
0854,Consumer NonDurables
0855,Consumer NonDurables
0856,Consumer NonDurables
0857,Consumer NonDurables
0858,Consumer NonDurables
0859,Consumer NonDurables
0860,Consumer NonDurables
0861,Consumer NonDurables
0862,Consumer NonDurables
0863,Consumer NonDurables
0864,Consumer NonDurables
0865,Consumer NonDurables
0866,Consumer NonDurables
0867,Consumer NonDurables
0868,Consumer NonDurables
0869,Consumer NonDurables
0870,Consumer NonDurables
0871,Consumer NonDurables
0872,Consumer NonDurables
0873,Consumer NonDurables
0874,Consumer NonDurables
0875,Consumer NonDurables
0876,Consumer NonDurables
0877,Consumer NonDurables
0878,Consumer NonDurables
0879,Consumer NonDurables
0880,Consumer NonDurables
0881,Consumer NonDurables
0882,Consumer NonDurables
0883,Consumer NonDurables
0884,Consumer NonDurables
0885,Consumer NonDurables
0886,Consumer NonDurables
0887,Consumer NonDurables
0888,Consumer NonDurables
0889,Consumer NonDurables
0890,Consumer NonDurables
0891,Consumer NonDurables
0892,Consumer NonDurables
0893,Consumer NonDurables
0894,Consumer NonDurables
0895,Consumer NonDurables
0896,Consumer NonDurables
0897,Consumer NonDurables
0898,Consumer NonDurables
0899,Consumer NonDurables
0900,Consumer NonDurables
0901,Consumer NonDurables
0902,Consumer NonDurables
0903,Consumer NonDurables
0904,Consumer NonDurables
0905,Consumer NonDurables
0906,Consumer NonDurables
0907,Consumer NonDurables
0908,Consumer NonDurables
0909,Consumer NonDurables
0910,Consumer NonDurables
0911,Consumer NonDurables
0912,Consumer NonDurables
0913,Consumer NonDurables
0914,Consumer NonDurables
0915,Consumer NonDurables
0916,Consumer NonDurables
0917,Consumer NonDurables
0918,Consumer NonDurables
0919,Consumer NonDurables
0920,Consumer NonDurables
0921,Consumer NonDurables
0922,Consumer NonDurables
0923,Consumer NonDurables
0924,Consumer NonDurables
0925,Consumer NonDurables
0926,Consumer NonDurables
0927,Consumer NonDurables
0928,Consumer NonDurables
0929,Consumer NonDurables
0930,Consumer NonDurables
0931,Consumer NonDurables
0932,Consumer NonDurables
0933,Consumer NonDurables
0934,Consumer NonDurables
0935,Consumer NonDurables
0936,Consumer NonDurables
0937,Consumer NonDurables
0938,Consumer NonDurables
0939,Consumer NonDurables
0940,Consumer NonDurables
0941,Consumer NonDurables
0942,Consumer NonDurables
0943,Consumer NonDurables
0944,Consumer NonDurables
0945,Consumer NonDurables
0946,Consumer NonDurables
0947,Consumer NonDurables
0948,Consumer NonDurables
0949,Consumer NonDurables
0950,Consumer NonDurables
0951,Consumer NonDurables
0952,Consumer NonDurables
0953,Consumer NonDurables
0954,Consumer NonDurables
0955,Consumer NonDurables
0956,Consumer NonDurables
0957,Consumer NonDurables
0958,Consumer NonDurables
0959,Consumer NonDurables
0960,Consumer NonDurables
0961,Consumer NonDurables
0962,Consumer NonDurables
0963,Consumer NonDurables
0964,Consumer NonDurables
0965,Consumer NonDurables
0966,Consumer NonDurables
0967,Consumer NonDurables
0968,Consumer NonDurables
0969,Consumer NonDurables
0970,Consumer NonDurables
0971,Consumer NonDurables
0972,Consumer NonDurables
0973,Consumer NonDurables
0974,Consumer NonDurables
0975,Consumer NonDurables
0976,Consumer NonDurables
0977,Consumer NonDurables
0978,Consumer NonDurables
0979,Consumer NonDurables
0980,Consumer NonDurables
0981,Consumer NonDurables
0982,Consumer NonDurables
0983,Consumer NonDurables
0984,Consumer NonDurables
0985,Consumer NonDurables
0986,Consumer NonDurables
0987,Consumer NonDurables
0988,Consumer NonDurables
0989,Consumer NonDurables
0990,Consumer NonDurables
0991,Consumer NonDurables
0992,Consumer NonDurables
0993,Consumer NonDurables
0994,Consumer NonDurables
0995,Consumer NonDurables
0996,Consumer NonDurables
0997,Consumer NonDurables
0998,Consumer NonDurables
0999,Consumer NonDurables
1200,"Oil, Gas, and Coal Extraction and Products"
1201,"Oil, Gas, and Coal Extraction and Products"
1202,"Oil, Gas, and Coal Extraction and Products"
1203,"Oil, Gas, and Coal Extraction and Products"
1204,"Oil, Gas, and Coal Extraction and Products"
1205,"Oil, Gas, and Coal Extraction and Products"
1206,"Oil, Gas, and Coal Extraction and Products"
1207,"Oil, Gas, and Coal Extraction and Products"
1208,"Oil, Gas, and Coal Extraction and Products"
1209,"Oil, Gas, and Coal Extraction and Products"
1210,"Oil, Gas, and Coal Extraction and Products"
1211,"Oil, Gas, and Coal Extraction and Products"
1212,"Oil, Gas, and Coal Extraction and Products"
1213,"Oil, Gas, and Coal Extraction and Products"
1214,"Oil, Gas, and Coal Extraction and Products"
1215,"Oil, Gas, and Coal Extraction and Products"
1216,"Oil, Gas, and Coal Extraction and Products"
1217,"Oil, Gas, and Coal Extraction and Products"
1218,"Oil, Gas, and Coal Extraction and Products"
1219,"Oil, Gas, and Coal Extraction and Products"
1220,"Oil, Gas, and Coal Extraction and Products"
1221,"Oil, Gas, and Coal Extraction and Products"
1222,"Oil, Gas, and Coal Extraction and Products"
1223,"Oil, Gas, and Coal Extraction and Products"
1224,"Oil, Gas, and Coal Extraction and Products"
1225,"Oil, Gas, and Coal Extraction and Products"
1226,"Oil, Gas, and Coal Extraction and Products"
1227,"Oil, Gas, and Coal Extraction and Products"
1228,"Oil, Gas, and Coal Extraction and Products"
1229,"Oil, Gas, and Coal Extraction and Products"
1230,"Oil, Gas, and Coal Extraction and Products"
1231,"Oil, Gas, and Coal Extraction and Products"
1232,"Oil, Gas, and Coal Extraction and Products"
1233,"Oil, Gas, and Coal Extraction and Products"
1234,"Oil, Gas, and Coal Extraction and Products"
1235,"Oil, Gas, and Coal Extraction and Products"
1236,"Oil, Gas, and Coal Extraction and Products"
1237,"Oil, Gas, and Coal Extraction and Products"
1238,"Oil, Gas, and Coal Extraction and Products"
1239,"Oil, Gas, and Coal Extraction and Products"
1240,"Oil, Gas, and Coal Extraction and Products"
1241,"Oil, Gas, and Coal Extraction and Products"
1242,"Oil, Gas, and Coal Extraction and Products"
1243,"Oil, Gas, and Coal Extraction and Products"
1244,"Oil, Gas, and Coal Extraction and Products"
1245,"Oil, Gas, and Coal Extraction and Products"
1246,"Oil, Gas, and Coal Extraction and Products"
1247,"Oil, Gas, and Coal Extraction and Products"
1248,"Oil, Gas, and Coal Extraction and Products"
1249,"Oil, Gas, and Coal Extraction and Products"
1250,"Oil, Gas, and Coal Extraction and Products"
1251,"Oil, Gas, and Coal Extraction and Products"
1252,"Oil, Gas, and Coal Extraction and Products"
1253,"Oil, Gas, and Coal Extraction and Products"
1254,"Oil, Gas, and Coal Extraction and Products"
1255,"Oil, Gas, and Coal Extraction and Products"
1256,"Oil, Gas, and Coal Extraction and Products"
1257,"Oil, Gas, and Coal Extraction and Products"
1258,"Oil, Gas, and Coal Extraction and Products"
1259,"Oil, Gas, and Coal Extraction and Products"
1260,"Oil, Gas, and Coal Extraction and Products"
1261,"Oil, Gas, and Coal Extraction and Products"
1262,"Oil, Gas, and Coal Extraction and Products"
1263,"Oil, Gas, and Coal Extraction and Products"
1264,"Oil, Gas, and Coal Extraction and Products"
1265,"Oil, Gas, and Coal Extraction and Products"
1266,"Oil, Gas, and Coal Extraction and Products"
1267,"Oil, Gas, and Coal Extraction and Products"
1268,"Oil, Gas, and Coal Extraction and Products"
1269,"Oil, Gas, and Coal Extraction and Products"
1270,"Oil, Gas, and Coal Extraction and Products"
1271,"Oil, Gas, and Coal Extraction and Products"
1272,"Oil, Gas, and Coal Extraction and Products"
1273,"Oil, Gas, and Coal Extraction and Products"
1274,"Oil, Gas, and Coal Extraction and Products"
1275,"Oil, Gas, and Coal Extraction and Products"
1276,"Oil, Gas, and Coal Extraction and Products"
1277,"Oil, Gas, and Coal Extraction and Products"
1278,"Oil, Gas, and Coal Extraction and Products"
1279,"Oil, Gas, and Coal Extraction and Products"
1280,"Oil, Gas, and Coal Extraction and Products"
1281,"Oil, Gas, and Coal Extraction and Products"
1282,"Oil, Gas, and Coal Extraction and Products"
1283,"Oil, Gas, and Coal Extraction and Products"
1284,"Oil, Gas, and Coal Extraction and Products"
1285,"Oil, Gas, and Coal Extraction and Products"
1286,"Oil, Gas, and Coal Extraction and Products"
1287,"Oil, Gas, and Coal Extraction and Products"
1288,"Oil, Gas, and Coal Extraction and Products"
1289,"Oil, Gas, and Coal Extraction and Products"
1290,"Oil, Gas, and Coal Extraction and Products"
